tweet,rotulo
"Acordei reflexiva e me questionando sobre as #eleições2022 no #brasil e não temos opcoes de melhora porque Dois dos concorrentes são corruptos, um esta no poder agora (Bolsonaro) e o outro (Lula) seu partido ficou por 16 anos no poder e o mesmo envolvido no maior escandalo do BR.",negativo
"Tudo de acordo com o passado histórico de uma empresa que colaborou com o regime militar, para ela uma ""ditabranda"".  Odeiam Lula. Apoiam o inominável.",negativo
FSP dirige a campanha para tentar impedir o Lula de ganhar no primeiro turno.,negativo
"Que falta faz um líder desse! Hoje o mais próximo que temos é  @cirogomes . Independente do resultado, Ciro já demonstrou estar do lado de pessoas como Brizola na história. Um voto do qual nunca me arrependerei! #PrefiroCiro12",positivo
Por essas e por outras vou de  @cirogomes        #CiroTV #CiroGomes #CiroPresidente #CiroPresidente12 #CiroCresce,positivo
Todo dia no twitter perfis de esquerda mais preocupados com ciro gomes do que com bolsonaro,neutro
"naro cortou verbas e acabou com a Casa da Mulher Brasileira, PROGRAMA DE DILMA q ele diz ter criado. Até Simone Tebet quer se apropriar da iniciativa “naro cortou as verbas e acabou c/ o programa”, relata a ex-ministra Eleonora Menicucci #LulaNo1ºTurno",negativo
"Simone Tebet (MDB) votou no Senado alinhada com o governo Bolsonaro em 85% das ocasiões. Soraya Thronicke (União Brasil), 89%. Dados do Congresso em Foco.",negativo
Para os senadores da #CPIDoCirco OS GENOCIDAS  @renancalheiros  @simonetebetbr  @randolfeap  @ottoalencar  @OmarAzizSenador  @maragabrilli  @leiladovolei  @ContaratoSenado  @SenadorRogerio  @senadorhumberto  @senadorjean  e demais gangsters dessa máfia q eu talvez não tenha mencionado,neutro
Bolsonaro bom e Bolsonaro morto,positivo
"Será que agora a grande mídia, o @Estadao, a @folha e a @VEJA, vão entender q aquilo que começou, sob aplausos de jornalistas, com o @tercalivretv não iria acabar no Allan dos Santos? Será q compreenderão q sob a ditadura, todo mundo é blogueiro? twitter.com/julia_affonso_…",positivo
"O golpe tá dado, falta finalizar com a deposição do PR  @jairbolsonaro  , cadê o art 142, pelo amor de Deus.",positivo
Jair Bolsonaro presidente é uma piada de muito mal gosto que vcs contaram kkkk,positivo
"Falei quando o Lula foi solto, que o aparelhamento dele iria criminalizar a Lava Jato e consequentemente iria caçar o Sérgio Moro... Só não ganho na Mega Sena porquê não jogo! ",negativo
"queria fala nada não, mas lula vai ganhar viu",negativo
Jornalista Mexicana está entrevistando Lula e fica assustada e abismada com a resposta do larápio de 9 dedos.,negativo
Jornalista Mexicana está entrevistando Lula e fica assustada e abismada com a resposta do larápio de 9 dedos.    https://twitter.com/ErikaMo09331313/status/1565828410231906306?t=l947WRx-oGPoZW14RrJiNA&s=09… https://gettr.com/post/p1pmc7fecc0…,negativo
"Que falta faz um líder desse! Hoje o mais próximo que temos é  @cirogomes . Independente do resultado, Ciro já demonstrou estar do lado de pessoas como Brizola na história. Um voto do qual nunca me arrependerei! #PrefiroCiro12",positivo
Por essas e por outras vou de  @cirogomes        #CiroTV #CiroGomes #CiroPresidente #CiroPresidente12 #CiroCresce,positivo
Todo dia no twitter perfis de esquerda mais preocupados com ciro gomes do que com bolsonaro,neutro
Para os senadores da #CPIDoCirco OS GENOCIDAS  @renancalheiros  @simonetebetbr  @randolfeap  @ottoalencar  @OmarAzizSenador  @maragabrilli  @leiladovolei  @ContaratoSenado  @SenadorRogerio  @senadorhumberto  @senadorjean  e demais gangsters dessa máfia q eu talvez não tenha mencionado,neutro
"Simone Tebet (MDB) votou no Senado alinhada com o governo Bolsonaro em 85% das ocasiões. Soraya Thronicke (União Brasil), 89%. Dados do Congresso em Foco.",negativo
"naro cortou verbas e acabou com a Casa da Mulher Brasileira, PROGRAMA DE DILMA q ele diz ter criado. Até Simone Tebet quer se apropriar da iniciativa “naro cortou as verbas e acabou c/ o programa”, relata a ex-ministra Eleonora Menicucci #LulaNo1ºTurno",negativo
esse desgraçado desse país que faz 736 graus durante o dia e 2 durante a noite até com o clima do brasil o bolsonaro acabou,positivo
"‘Qualquer imbecil sabe que Lula e Bolsonaro são pessoas diferentes’, diz Ciro no Espírito Santo",negativo
Ele arrasta multidões  E jamais o esquecermos  Muito obrigado Jair Messias Bolsonaro por nos devolver nossa liberdade ,positivo
Tudo lindo demais. Eita que vontade de ser feliz de novo. É  LULA para presidente #LulaNo1ºTurno,negativo
Nossa maravilhosa Anitta esta com Lula 13 presidente  @LulaOficial   @ZezeVBWeiss   @JoseAloiseBahia   @SantNajja666   @JoiceBraini   @eu_tata_san   @GBB82066140,negativo
Lula nem ganhou e já trouxe alegria pro povo em Pernambuco. Hoje tem ensaio aberto do @blocoachoepouco em Olinda em apoio ao melhor presidente que o país já teve. @LulaOficial tá voltando. ,negativo
"‘Qualquer imbecil sabe que Lula e Bolsonaro são pessoas diferentes’, diz Ciro no Espírito Santo",negativo
Psiu !!! Aproveita e compra uma passagem só de ida e vai tarde e com o seu candidato perdedor para Paris. É Lula na cabeça criatura !!!   @Pr_AlexandreGon   @cirogomes  #LulaNo1ºTurno #LulaEoPTjaNo1ºTurno,negativo
"Que falta faz um líder desse! Hoje o mais próximo que temos é  @cirogomes . Independente do resultado, Ciro já demonstrou estar do lado de pessoas como Brizola na história. Um voto do qual nunca me arrependerei! #PrefiroCiro12",positivo
Por essas e por outras vou de  @cirogomes        #CiroTV #CiroGomes #CiroPresidente #CiroPresidente12 #CiroCresce,positivo
"naro cortou verbas e acabou com a Casa da Mulher Brasileira, PROGRAMA DE DILMA q ele diz ter criado. Até Simone Tebet quer se apropriar da iniciativa “naro cortou as verbas e acabou c/ o programa”, relata a ex-ministra Eleonora Menicucci #LulaNo1ºTurno",negativo
"Simone Tebet (MDB) votou no Senado alinhada com o governo Bolsonaro em 85% das ocasiões. Soraya Thronicke (União Brasil), 89%. Dados do Congresso em Foco.",negativo
Para os senadores da #CPIDoCirco OS GENOCIDAS  @renancalheiros  @simonetebetbr  @randolfeap  @ottoalencar  @OmarAzizSenador  @maragabrilli  @leiladovolei  @ContaratoSenado  @SenadorRogerio  @senadorhumberto  @senadorjean  e demais gangsters dessa máfia q eu talvez não tenha mencionado,neutro
É falso que mesários podem anular votos em Bolsonaro http://dlvr.it/SXl4zZ #notícias,positivo
fui comprar cigarro e encontrei Raposa do Vasco indo no comício de bolsonaro,positivo
por culpa do bolsonaro eu ri do tweet de um argentino vai se fuder velho broxa desgraçado,positivo
E o correto precisa substituir o Lula.,negativo
Que delícia de ver  @LulaOficial  #LulaPresidente e  @AndreJanonesAdv,positivo
"“Pois vejo vir vindo no vento o cheiro de nova estação…”  Daqui a 30 dias neste horário, nosso país estará em festa na certeza de que voltaremos a ser feliz de novo!   Resistam ",positivo
Lula e Bolsonaro gastam no Google e no YouTube para mitigar arranhões,neutro
"Que orgulho desse irmão! Os crentes precisam se pronunciar, púlpito não é palanque. Esses lugares foram transformados para os interesses dos lobos roubadores.  @cirogomes  usa esse vídeo para chamar os verdadeiros cristãos a tomarem posição e rejeitar politicagem na igreja.",positivo
"Eu sou Pastor Batista devidamente filiado na OPBB. Quero parabenizar esse irmão Batista que protestou essa politicagem em uma reunião oficial da OPBB-SP, vc é uma luz que brilha em meio a uma escuridão. No vídeo normal o @astro_pontes tinha acabado de se apresentar. @pavarini",positivo
Psiu !!! Aproveita e compra uma passagem só de ida e vai tarde e com o seu candidato perdedor para Paris. É Lula na cabeça criatura !!!   @Pr_AlexandreGon   @cirogomes  #LulaNo1ºTurno #LulaEoPTjaNo1ºTurno,negativo
"Que falta faz um líder desse! Hoje o mais próximo que temos é  @cirogomes . Independente do resultado, Ciro já demonstrou estar do lado de pessoas como Brizola na história. Um voto do qual nunca me arrependerei! #PrefiroCiro12",positivo
"naro cortou verbas e acabou com a Casa da Mulher Brasileira, PROGRAMA DE DILMA q ele diz ter criado. Até Simone Tebet quer se apropriar da iniciativa “naro cortou as verbas e acabou c/ o programa”, relata a ex-ministra Eleonora Menicucci #LulaNo1ºTurno",negativo
"Simone Tebet (MDB) votou no Senado alinhada com o governo Bolsonaro em 85% das ocasiões. Soraya Thronicke (União Brasil), 89%. Dados do Congresso em Foco.",negativo
Para os senadores da #CPIDoCirco OS GENOCIDAS  @renancalheiros  @simonetebetbr  @randolfeap  @ottoalencar  @OmarAzizSenador  @maragabrilli  @leiladovolei  @ContaratoSenado  @SenadorRogerio  @senadorhumberto  @senadorjean  e demais gangsters dessa máfia q eu talvez não tenha mencionado,neutro
"Já começou a censura no RJ. Aí eu te pergunto:  Quem poderá nos socorrer ? Resp: NINGUÉM. ACABOU BRASIL,  Cadê o Presidente  @jairbolsonaro  pra parar com essa palhaçada, ou é o Xandão que é o chefe de Estado ?  @GFiuza_Oficial   @augustosnunes",positivo
O POVO BRASILEIROS TEM TOMAR MUITO CUIDADOS COM ESSAS COBRAS TIPO ROMÁRIO ALEXANDRE FROTA E OUTROS MAS CANDIDATOS TRAIRAS DURANTE OS MANDATOS FORAM CONTRA O PRESIDENTE BOLSONARO AGORA VEM COM ESSA HISTÓRIA DE CRENTE E QUE É BOLSONARO  CARIOCAS  NAO VOTAR.,positivo
"eu to só o video do bolsonaro, falando que a vida ta uma desgraça, é problema o tempo todo e sem tempo, que nao consegue comer um pastel com caldo de cana mais",positivo
Lula responde aos ataques de Bolsonaro feitos no debate da Band - https://apostagem.com.br/2022/09/03/lula-responde-aos-ataques-de-bolsonaro-feitos-no-debate-da-band/…  @a_postagem,negativo
"Tbm não, mas como eles adoram ironizar e todo o resto é culpado pelo bolsonarismo menos o santo do Pete e do Lule ok vou ser, é Ciro ou nulo, e não to votando no Ciro pela personalidade como esse bostas votam no Lula, mas pq ele foi o unico a aprensetar ideias com quais apoio.",neutro
Eu não aguento mais ser chamado de Linha auxiliar do Bolsonaro ou do Fascismo!!!! Eu NUNCA votei no Bolsonaro!,positivo
a pessoa desistiu de votar no lula pra votar no bozo por causa de legalização de aborto... puta que pariu meu irmao,negativo
FALOU TUDO QUE PENSO twitter.com/keldavidd/stat…,positivo
"Que orgulho desse irmão! Os crentes precisam se pronunciar, púlpito não é palanque. Esses lugares foram transformados para os interesses dos lobos roubadores.  @cirogomes  usa esse vídeo para chamar os verdadeiros cristãos a tomarem posição e rejeitar politicagem na igreja.",positivo
"Eu sou Pastor Batista devidamente filiado na OPBB. Quero parabenizar esse irmão Batista que protestou essa politicagem em uma reunião oficial da OPBB-SP, vc é uma luz que brilha em meio a uma escuridão. No vídeo normal o @astro_pontes tinha acabado de se apresentar. @pavarini",positivo
Psiu !!! Aproveita e compra uma passagem só de ida e vai tarde e com o seu candidato perdedor para Paris. É Lula na cabeça criatura !!!   @Pr_AlexandreGon   @cirogomes  #LulaNo1ºTurno #LulaEoPTjaNo1ºTurno,negativo
"-  Em tempos onde Simone Tebet, que diz defender mulheres, pediu a retirada de material da Primeira-dama Michelle Bolsonaro, vamos fazer nossa parte divulgando o máximo que pudermos!!! Vc me ajuda nessa?  -",negativo
né dona  @simonetebetbr ?,neutro
"Tebet votou 86% com o governo bosonaro, foi a favor do teto de gastos que impede investimentos em educação e saúde, da reformas trabalhista que retirou direitos e da previdência que aumentou o tempo de contribuição. A política econômica de Tebet é a mesma de Guedes e bosonaro.",negativo
"naro cortou verbas e acabou com a Casa da Mulher Brasileira, PROGRAMA DE DILMA q ele diz ter criado. Até Simone Tebet quer se apropriar da iniciativa “naro cortou as verbas e acabou c/ o programa”, relata a ex-ministra Eleonora Menicucci #LulaNo1ºTurno",negativo
"Isso não tem nada haver com polarização,o Bolsonaro pode até perder essa eleição,mais o Bolsonarismo será uma doença que teremos que carregar pelo resto de nossas vidas,independente de quem ganhar as eleições.",positivo
"Para nós, fica a lição de onde pode chegar o radicalismo cego, e como polarizações odientas podem armar braços de loucos radicais ou de radicais loucos. Ainda há tempo de salvar o Brasil de uma grande tragédia gerada pelo ódio. Paz!",positivo
Tá tá tá tentando enganar a massa tá tá tá esse governo é uma piada tá tá tá  é milícia pra todo lado haja cadeia pra família Bolsonaro… Sdds,positivo
"Aí a mulher mata o marido ou quem a ameaçou e vai presa?? Ao invés de criar leis e meios de proteção para mulheres vítimas de violência ele incentiva uso de armas?? DOENTE!!! ISSO É UM ABSURDO crie políticas públicas que funcionem, que as PUNIÇÕES SEJAM SEVERAS #bolsonaro #Lula",negativo
"e a garganta do Lula foi pro brejo, e vai querer rezar na igreja fascista que tá na tua lista!",negativo
Apoiadores do PT fazendo ameaças aos cristãos,positivo
"Lula larápio fez empréstimo do BNDES para o governo cubano e como garantia foi charuto cubanos, o Brasil está sendo obrigado a pagar o BNDES. Lula disse que vai receber? Vai ter muito charutos cubanos para os terreiros candomblé que Lula e Jaja frequenta.",negativo
"O tamanho da letra conta: Sérgio Moro, o juiz que prendeu Lula, alvo de buscas e apreensão por irregularidades no material de campanha https://expresso.pt/internacional/eleicoes-no-brasil/2022-09-03-O-tamanho-da-letra-conta-Sergio-Moro-o-juiz-que-prendeu-Lula-alvo-de-buscas-e-apreensao-por-irregularidades-no-material-de-campanha-e8aae7f1… via  @expresso",negativo
FALOU TUDO QUE PENSO twitter.com/keldavidd/stat…,positivo
"Que orgulho desse irmão! Os crentes precisam se pronunciar, púlpito não é palanque. Esses lugares foram transformados para os interesses dos lobos roubadores.  @cirogomes  usa esse vídeo para chamar os verdadeiros cristãos a tomarem posição e rejeitar politicagem na igreja.",positivo
"Eu sou Pastor Batista devidamente filiado na OPBB. Quero parabenizar esse irmão Batista que protestou essa politicagem em uma reunião oficial da OPBB-SP, vc é uma luz que brilha em meio a uma escuridão. No vídeo normal o @astro_pontes tinha acabado de se apresentar. @pavarini",positivo
Psiu !!! Aproveita e compra uma passagem só de ida e vai tarde e com o seu candidato perdedor para Paris. É Lula na cabeça criatura !!!   @Pr_AlexandreGon   @cirogomes  #LulaNo1ºTurno #LulaEoPTjaNo1ºTurno,negativo
queria que a simone tebet privatizasse a minha xot,negativo
"-  Em tempos onde Simone Tebet, que diz defender mulheres, pediu a retirada de material da Primeira-dama Michelle Bolsonaro, vamos fazer nossa parte divulgando o máximo que pudermos!!! Vc me ajuda nessa?  -",negativo
né dona  @simonetebetbr ?,neutro
"Tebet votou 86% com o governo bosonaro, foi a favor do teto de gastos que impede investimentos em educação e saúde, da reformas trabalhista que retirou direitos e da previdência que aumentou o tempo de contribuição. A política econômica de Tebet é a mesma de Guedes e bosonaro.",negativo
"kkkkkkkkkkkkkkkkkkkkkkkkk macho, aprendam: o Lula n ganhou em 1o turno nem no auge dele. PQP! Parem de terrorismo eleitoral. Bolsonaro NÃO ganha e ponto. Deixa o povo votar em quem quiser no 1o turno, galera chata do caralho",negativo
Quer votar no Ciro? Vota. Mas assuma a responsabilidade que ao votar no Ciro e tebet a única coisa que vc está fazendo é criar um cenário de segundo turno para o Bolsonaro. É isso,positivo
Os grampos telefônicos são uma ação do Bolsonaro para deslegitimizar os avanços da democracia! #DesculpasDoPT,positivo
péssima notícia para Lula e Ciro https://fb.watch/fk2ODaVCi8/ via  @FacebookWatch,neutro
"DATAFOLHA joga BALDE de ÁGUA FRIA no LULA e, ao final, CORRUPÇÃO e ECONOMIA é o que vai DECIDIR",negativo
"Em 2018, apenas Ciro gomes venceria Bolsonaro no segundo turno. (https://veja.abril.com.br/politica/no-2o-turno-bolsonaro-so-perde-para-ciro-e-alcanca-haddad-diz-ibope/…) Alguem quer apostar em quem o cidadao abaixo votou no primeiro turno?",neutro
"Parem de bobagem. Se Ciro conseguir o milagre de duplicar os seus votos... Passando de 9(!) para 18%, quem vai para o segundo turno? Bolsonaro. E se Ciro TRIPLICASSE seus votos? Passado de 9 para 27! Quem iria para o segundo turno? Bolsonaro.  Não sejam linha auxiliar do fascismo",neutro
FALOU TUDO QUE PENSO twitter.com/keldavidd/stat…,positivo
"Que orgulho desse irmão! Os crentes precisam se pronunciar, púlpito não é palanque. Esses lugares foram transformados para os interesses dos lobos roubadores.  @cirogomes  usa esse vídeo para chamar os verdadeiros cristãos a tomarem posição e rejeitar politicagem na igreja.",positivo
"Eu sou Pastor Batista devidamente filiado na OPBB. Quero parabenizar esse irmão Batista que protestou essa politicagem em uma reunião oficial da OPBB-SP, vc é uma luz que brilha em meio a uma escuridão. No vídeo normal o @astro_pontes tinha acabado de se apresentar. @pavarini",positivo
queria que a simone tebet privatizasse a minha xot,negativo
"-  Em tempos onde Simone Tebet, que diz defender mulheres, pediu a retirada de material da Primeira-dama Michelle Bolsonaro, vamos fazer nossa parte divulgando o máximo que pudermos!!! Vc me ajuda nessa?  -",negativo
BOLSONARO 22  BOLSONARO 22  BOLSONARO 22  BOLSONARO 22  BOLSONARO 22  BOLSONARO 22  BOLSONARO 22                            BRASIL ACIMA DE TUDO E DEUS ACIMA DE TODOS,positivo
APÓS QUASE 2000 ANOS A MESMA PERGUNTA ECOA RETUMBANTE... VOCÊ ESCOLHE O MESSIAS OU O LADRÃO?,positivo
"Bolsonaro atacar a Lei Maria da Penha para defender, que as mulheres preferem armas às leis, é um achismo da demência dele que não condiz com a realidade da maioria das mulheres. É Jair vazando porque ninguém mais aguenta essa vergonha de presidente.",positivo
"Melhor parte dos eventos é quando todos se juntos em uma só voz para entoar os cânticos dos Deuses. Começa assim oh:  ""Ei Bolsonaro, vai toma no cu""",positivo
"Traidor é tão anta q o q diz só faz dizer q Jair está fazendo tudo certo. Engraçado q o Moro nunca falou do lula antes, só contra o Bolsonaro. Moro lança vídeo revoltado com o PT e, sem perceber, exalta ação de Jair Bolsonaro (",positivo
"Já que o Felipe Neto falou que o Lula não roubou nada ,blz .Mas serâ que ele poderia como Garoto Propaganda responder sobre isto aqui?",negativo
"Traidor é tão anta q o q diz só faz dizer q Jair está fazendo tudo certo. Engraçado q o Moro nunca falou do lula antes, só contra o Bolsonaro. Moro lança vídeo revoltado com o PT e, sem perceber, exalta ação de Jair Bolsonaro (",positivo
*toca o funk que a valesca popozuda fez para o Lula *,negativo
"Em 2018, apenas Ciro gomes venceria Bolsonaro no segundo turno. (https://veja.abril.com.br/politica/no-2o-turno-bolsonaro-so-perde-para-ciro-e-alcanca-haddad-diz-ibope/…) Alguem quer apostar em quem o cidadao abaixo votou no primeiro turno?",neutro
"Parem de bobagem. Se Ciro conseguir o milagre de duplicar os seus votos... Passando de 9(!) para 18%, quem vai para o segundo turno? Bolsonaro. E se Ciro TRIPLICASSE seus votos? Passado de 9 para 27! Quem iria para o segundo turno? Bolsonaro.  Não sejam linha auxiliar do fascismo",neutro
FALOU TUDO QUE PENSO twitter.com/keldavidd/stat…,positivo
"Que orgulho desse irmão! Os crentes precisam se pronunciar, púlpito não é palanque. Esses lugares foram transformados para os interesses dos lobos roubadores.  @cirogomes  usa esse vídeo para chamar os verdadeiros cristãos a tomarem posição e rejeitar politicagem na igreja.",positivo
"Eu sou Pastor Batista devidamente filiado na OPBB. Quero parabenizar esse irmão Batista que protestou essa politicagem em uma reunião oficial da OPBB-SP, vc é uma luz que brilha em meio a uma escuridão. No vídeo normal o @astro_pontes tinha acabado de se apresentar. @pavarini",positivo
"-  Em tempos onde Simone Tebet, que diz defender mulheres, pediu a retirada de material da Primeira-dama Michelle Bolsonaro, vamos fazer nossa parte divulgando o máximo que pudermos!!! Vc me ajuda nessa?  -",negativo
queria que a simone tebet privatizasse a minha xot,negativo
É Jair ou já era! Vambora #B22,positivo
"A esquerda quando vê isso morre de raiva, Jair Messias Bolsonaro o melhor presidente do Brasil de todos os tempos.",positivo
Atenção  @STF_oficial Bolsonaro fala em 'canetada' de 'vagabundo' ao atacar decisão de Moraes contra empresários,positivo
"Vamos eleger #LulaNo1ºTurno. Essa eleição é diferente. Temos menos de 1 mês, o cenário já está consolidado. Há dois candidatos e Lula tem chance de vencer agora. Vamos resolver essa eleição no dia 02/10. É #LulaPresidente13",negativo
"É preciso evitar o crescimento da QUINTA COLUNA composta por CIRO E TEBET. As forças golpistas estão apostando fortemente nos dois para colocar BOLSONARO no segundo turno, com dois objetivos: 1. Reeleger o monstro. Ou, 2. Enfraquecer a vitória de Lula para por a faca no pescoço",negativo
"Tudo q foi feito na Argentina, Lula quer fazer no Brasil. Viram como Argentina ficou um país melhor .",negativo
Lula ou Bolsonaro? nas ruas de Curitiba #13 https://youtube.com/shorts/f_sWCSyezy8?feature=share… via  @YouTube,neutro
"Meu sonho é um dia conseguir me aposentar pra ter tempo de escrever um livro. A história já tá toda na minha cabeça, haha. Espero não esquecê-la daqui pro final da minha vida, pq sabe-se lá quando é que a nossa geração vai conseguir se aposentar... Lula, tô contando com vc kkkk",negativo
"Eu sou Pastor Batista devidamente filiado na OPBB. Quero parabenizar esse irmão Batista que protestou essa politicagem em uma reunião oficial da OPBB-SP, vc é uma luz que brilha em meio a uma escuridão. No vídeo normal o @astro_pontes tinha acabado de se apresentar. @pavarini",positivo
"Que orgulho desse irmão! Os crentes precisam se pronunciar, púlpito não é palanque. Esses lugares foram transformados para os interesses dos lobos roubadores.  @cirogomes  usa esse vídeo para chamar os verdadeiros cristãos a tomarem posição e rejeitar politicagem na igreja.",positivo
FALOU TUDO QUE PENSO twitter.com/keldavidd/stat…,positivo
"Parem de bobagem. Se Ciro conseguir o milagre de duplicar os seus votos... Passando de 9(!) para 18%, quem vai para o segundo turno? Bolsonaro. E se Ciro TRIPLICASSE seus votos? Passado de 9 para 27! Quem iria para o segundo turno? Bolsonaro.  Não sejam linha auxiliar do fascismo",neutro
"Em 2018, apenas Ciro gomes venceria Bolsonaro no segundo turno. (https://veja.abril.com.br/politica/no-2o-turno-bolsonaro-so-perde-para-ciro-e-alcanca-haddad-diz-ibope/…) Alguem quer apostar em quem o cidadao abaixo votou no primeiro turno?",neutro
"Simone Tebet (MDB) votou no Senado alinhada com o governo Bolsonaro em 85% das ocasiões. Soraya Thronicke (União Brasil), 89%. Incrível que agora ambas dizem que não concordam com nada, que farão diferente que as decisões serão outras,mas foram muito Governistas .",negativo
"Agora entendir a frase que vc disse na CPI das mentiras   @simonetebetbr  ,não é pq os governadores e prefeitos desviam dinheiro que têm que ser punidos,foi essa frase que vc quis dizer",neutro
"Se você vir um Bolsonaro de mala, saiba que ele está indo comprar um imóvel",positivo
Gostou Michelle Bolsonaro? #Eleições2022,positivo
Janja critica propaganda eleitoral sobre Rio São Francisco com Michelle Bolsonaro na TV: 'tão cara de pau'; http://glo.bo/3AJiX1n,positivo
Galera que está xingando o Bolsonaro no RIR,positivo
Canalhas hipócritas! Vão à merd@!,positivo
"‘Prefere Lei Maria da Penha ou uma pistola?’, pergunta coisa ruim em evento com mulheres  O mesmo foi assaltado com arma e tudo, detalhe; o bandido levou a arma dele #Forabolsonaro Agora é Lula 13  #BrasilDaEsperanca",negativo
"Em 2018, apenas Ciro gomes venceria Bolsonaro no segundo turno. (https://veja.abril.com.br/politica/no-2o-turno-bolsonaro-so-perde-para-ciro-e-alcanca-haddad-diz-ibope/…) Alguem quer apostar em quem o cidadao abaixo votou no primeiro turno?",neutro
"Parem de bobagem. Se Ciro conseguir o milagre de duplicar os seus votos... Passando de 9(!) para 18%, quem vai para o segundo turno? Bolsonaro. E se Ciro TRIPLICASSE seus votos? Passado de 9 para 27! Quem iria para o segundo turno? Bolsonaro.  Não sejam linha auxiliar do fascismo",neutro
FALOU TUDO QUE PENSO twitter.com/keldavidd/stat…,positivo
"Simone Tebet, responda-me, você sente muita dor? ou já se acostumou com a dor que a b_rr_c_ crônica causa!!",negativo
"Agora entendir a frase que vc disse na CPI das mentiras   @simonetebetbr  ,não é pq os governadores e prefeitos desviam dinheiro que têm que ser punidos,foi essa frase que vc quis dizer",neutro
"Simone Tebet (MDB) votou no Senado alinhada com o governo Bolsonaro em 85% das ocasiões. Soraya Thronicke (União Brasil), 89%. Incrível que agora ambas dizem que não concordam com nada, que farão diferente que as decisões serão outras,mas foram muito Governistas .",negativo
"Por onde andam os Ministros Kassio Nunes Marques e o André Mendonça??! Será que pelo menos aparecem no banco para sacarem seus salários? Ahh, isso eles não devem deixar de fazer, né? Só não servem para defender as Leis e os cidadãos de bem! @STF_oficial   @jairbolsonaro",positivo
Ué o machista não era Bolsonaro?,positivo
O Presidente rasga o verbo em defesa dos empresários!! Assiste aí  e compartilha!! ,positivo
Vantagem de  @Lulaoficial  sinaliza estar consolidada. Lula mantém vantagem ampla entre beneficiários do Auxílio Brasil - Politica - Estado de Minas,negativo
"É bom se habituar  O caso do idoso valente de Manaus, que chamou Lula de ladrão e foi ameaçado por valentões petistas, mostra que não é apenas o candidato que está despreparado para lidar com a reputação do ex-presidente.",negativo
"Em 2018, apenas Ciro gomes venceria Bolsonaro no segundo turno. (https://veja.abril.com.br/politica/no-2o-turno-bolsonaro-so-perde-para-ciro-e-alcanca-haddad-diz-ibope/…) Alguem quer apostar em quem o cidadao abaixo votou no primeiro turno?",neutro
"Parem de bobagem. Se Ciro conseguir o milagre de duplicar os seus votos... Passando de 9(!) para 18%, quem vai para o segundo turno? Bolsonaro. E se Ciro TRIPLICASSE seus votos? Passado de 9 para 27! Quem iria para o segundo turno? Bolsonaro.  Não sejam linha auxiliar do fascismo",neutro
FALOU TUDO QUE PENSO twitter.com/keldavidd/stat…,positivo
Vc já viu  @simonetebetbr  ?,neutro
Dra Nise Yamaguchi solta o verbo e desmente Simone Tebet; VEJA VÍDEO,negativo
"Simone Tebet, responda-me, você sente muita dor? ou já se acostumou com a dor que a b_rr_c_ crônica causa!!",negativo
"Agora entendir a frase que vc disse na CPI das mentiras   @simonetebetbr  ,não é pq os governadores e prefeitos desviam dinheiro que têm que ser punidos,foi essa frase que vc quis dizer",neutro
"Virada tava gostosinha, x sem peita Malou dms na foto de fora Bolsonaro",positivo
Bom dia  Fora bolsonaro,positivo
PRESO AGORA LULA VAI VOLTAR PARA A CADEIA!ANDRE MENDOÇA ACABA COM PLANOS... https://youtu.be/SQp0UJpA0Gw via  @YouTube,neutro
"Vc não reclamou da desproporcionalidade da coercitiva do Lula, né, querida?",negativo
"Com todo respeito à Justiça Eleitoral do Paraná, não consigo ver proporcionalidade na busca e apreensão determinada em desfavor de Sérgio Moro. Entrar na casa de um candidato, por causa do tamanho dos nomes dos suplentes?  Por que não só suspender a distribuição do material?",positivo
Lula la com dignidade para sorrir e brilhar a nossa estrelaaaa! #Lula,negativo
Programa Eleitoral - Presidente - Lula - Noite - 03/09/2022,negativo
"Em 2018, apenas Ciro gomes venceria Bolsonaro no segundo turno. (https://veja.abril.com.br/politica/no-2o-turno-bolsonaro-so-perde-para-ciro-e-alcanca-haddad-diz-ibope/…) Alguem quer apostar em quem o cidadao abaixo votou no primeiro turno?",neutro
"Parem de bobagem. Se Ciro conseguir o milagre de duplicar os seus votos... Passando de 9(!) para 18%, quem vai para o segundo turno? Bolsonaro. E se Ciro TRIPLICASSE seus votos? Passado de 9 para 27! Quem iria para o segundo turno? Bolsonaro.  Não sejam linha auxiliar do fascismo",neutro
FALOU TUDO QUE PENSO twitter.com/keldavidd/stat…,positivo
Chupa aí  @simonetebetbr  !!!,neutro
"Mulheres de todas as idades prestigiam o presidente @jairbolsonaro em Novo Hamburgo (RS). VAI SER NO 1º TURNO, com a bênção de Deus! #Bolsonaro22",positivo
Vc já viu  @simonetebetbr  ?,neutro
Dra Nise Yamaguchi solta o verbo e desmente Simone Tebet; VEJA VÍDEO,negativo
"Simone Tebet, responda-me, você sente muita dor? ou já se acostumou com a dor que a b_rr_c_ crônica causa!!",negativo
"Suspensão de 3 dias. Pq? Pq parece.  Parece o que? Não sei. Parece que alguém quis suspender e pronto, tá decidido. Afinal, parece né.  Parece que o STF, TSE e a mídia são contra o Bolsonaro. Parece que TSE conta os votos. Parece que o STF dá o aval. Parece que a mídia é cega.",positivo
